	Name	Rating	Reviews	Company Detais	Salaries	Interviews	Jobs
8115	Universal Sompo General Insurance	3.8	373 Reviews	Insurance | 1k-5k Employees | 16 years old | Mumbai +78 more	1.8k Salaries	14 Interviews	-- Jobs
8116	Emerson Electric Co.	4.1	373 Reviews	IT Services & Consulting | 5k-10k Employees | Public | 133 years old | St Louis +23 more	3.1k Salaries	35 Interviews	236 Jobs
8117	Micron Electricals	3.9	373 Reviews	Engineering & Construction | 1k-5k Employees | 47 years old | Bangalore/Bengaluru +16 more	2.2k Salaries	20 Interviews	-- Jobs
8118	Novotel Hotels	4.3	373 Reviews	Hospitality | 1k-5k Employees | 56 years old | Issy les Moulineaux +28 more	1.4k Salaries	14 Interviews	-- Jobs
8119	Torry Harris Integration Solutions	4.0	373 Reviews	IT Services & Consulting | 1k-5k Employees | 25 years old | Perth Amboy +7 more	4.5k Salaries	34 Interviews	38 Jobs
8120	Toothsi	2.7	383 Reviews	Internet | 501-1k Employees | Startup | 5 years old | Mumbai +14 more	1.8k Salaries	41 Interviews	137 Jobs
8121	Super Smelters	4.0	382 Reviews	Metals & Mining | 501-1k Employees | 28 years old | Kolkata +15 more	1.6k Salaries	17 Interviews	-- Jobs
8122	Vindhya Telelinks	4.0	381 Reviews	Hardware & Networking | 501-1k Employees | Public | 40 years old | Delhi/NCR +56 more	1.7k Salaries	19 Interviews	-- Jobs
8123	Fena	4.1	381 Reviews	Chemicals | 201-500 Employees | 47 years old | Delhi/NCR +65 more	1.3k Salaries	12 Interviews	4 Jobs
8124	Metro Group of Hospitals	3.7	381 Reviews	Healthcare | 10k-50k Employees (Global) | 26 years old | Noida +20 more	1k Salaries	9 Interviews	130 Jobs
8125	Mecon	4.0	380 Reviews	Metals & Mining | 1k-5k Employees | State | 64 years old | Ranchi +40 more	1.7k Salaries	29 Interviews	-- Jobs
8126	Turtlemint	3.6	380 Reviews	Internet | 1k-5k Employees | Startup | 8 years old | Mumbai +77 more	1.8k Salaries	28 Interviews	90 Jobs
8127	N.C.L. Industries	3.8	380 Reviews	Building Material | 501-1k Employees | Public | 43 years old | Hyderabad/Secunderabad +57 more	1.6k Salaries	24 Interviews	45 Jobs
8128	SIS Prosegur Holdings	3.7	380 Reviews	Law Enforcement & Security | 10k-50k Employees | 28 years old | Patna +74 more	1.1k Salaries	6 Interviews	-- Jobs
8129	Danfoss Industries	4.2	380 Reviews	501-1k Employees | 30 years old | Nordborg +17 more	2.5k Salaries	18 Interviews	13 Jobs
8130	Sterling Holiday Resort	3.8	379 Reviews	Hospitality | 1k-5k Employees | Public | 37 years old | Chennai +54 more	1.8k Salaries	9 Interviews	7 Jobs
8131	Baazar Kolkata	4.3	379 Reviews	Retail | 1k-5k Employees | 21 years old | Kolkata +66 more	919 Salaries	18 Interviews	-- Jobs
8132	Cvent	3.5	378 Reviews	IT Services & Consulting | 1k-5k Employees | 24 years old | Fairfax +3 more	3.8k Salaries	42 Interviews	193 Jobs
8133	Trigent Software	3.8	378 Reviews	IT Services & Consulting | 1k-5k Employees | 28 years old | Southborough +23 more	3.4k Salaries	39 Interviews	100 Jobs
8134	Hpl Electric & Power	3.5	378 Reviews	Electrical Equipment | 1k-5k Employees | 31 years old | Noida +51 more	2k Salaries	22 Interviews	1 Jobs
8135	Satyam Auto Components	3.9	377 Reviews	Auto Components | 1k-5k Employees | 22 years old | Ludhiana +19 more	2.3k Salaries	19 Interviews	1 Jobs
8136	Usha Martin	4.0	377 Reviews	Iron & Steel | 1k-5k Employees | Public | 62 years old | Kolkata +26 more	1.5k Salaries	13 Interviews	-- Jobs
8137	Sasken	3.5	377 Reviews	IT Services & Consulting | 1k-5k Employees | Public | 34 years old | Bangalore/Bengaluru +9 more	3.7k Salaries	40 Interviews	22 Jobs
8138	SLMG Beverages	3.9	377 Reviews	Beverage | 501-1k Employees | Lucknow +45 more	1.7k Salaries	18 Interviews	1 Jobs
8139	CRYSTAL CROP PROTECTION	3.8	377 Reviews	Agro Chemicals | 1k-5k Employees | Public | 43 years old | Delhi/NCR +63 more	1.6k Salaries	9 Interviews	-- Jobs
8140	Jorie Healthcare	4.6	387 Reviews	Healthcare | 1k-5k Employees (Global) | 8 years old | Illinois +4 more	176 Salaries	4 Interviews	3 Jobs
8141	Boeing	4.1	387 Reviews	Aviation | 1k-5k Employees | Public | 107 years old | Arlington +9 more	5.5k Salaries	44 Interviews	18 Jobs
8142	Black Knight	3.6	386 Reviews	IT Services & Consulting | 501-1k Employees | Startup | 9 years old | Jacksonville +3 more	3.4k Salaries	27 Interviews	3 Jobs
8143	Castrol	4.2	386 Reviews	Chemicals / Agri Inputs | 501-1k Employees | Public | 124 years old | Pangbourne +88 more	1.8k Salaries	14 Interviews	-- Jobs
8144	Monte Carlo	4.0	386 Reviews	Fashion & Textile | 201-500 Employees | Public | 39 years old | San Francisco +72 more	2.1k Salaries	14 Interviews	-- Jobs
8145	TriGeo Technologies	3.1	386 Reviews	IT Services & Consulting | 11-50 Employees | 27 years old | Hyderabad/Secunderabad +5 more	1.9k Salaries	23 Interviews	-- Jobs
8146	Philips Innovation Campus	3.9	386 Reviews	Healthcare | 1k-5k Employees | Public | 25 years old | Amsterdam +15 more	3.7k Salaries	23 Interviews	-- Jobs
8147	Baker Hughes	4.0	385 Reviews	Oil & Gas | 1k-5k Employees | Conglomerate | 7 years old | Boston  +32 more	3.6k Salaries	32 Interviews	58 Jobs
8148	Roop Polymers	4.0	385 Reviews	Auto Components | 1k-5k Employees | Public | 50 years old | Gurgaon/Gurugram +18 more	1.7k Salaries	17 Interviews	-- Jobs
8149	AT&T	4.2	385 Reviews	Telecom | 10k-50k Employees | Forbes Global 2000 | 40 years old | Dallas +16 more	3.8k Salaries	27 Interviews	5 Jobs
8150	HP India Sales	4.3	385 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | 26 years old | Bengaluru +44 more	2.6k Salaries	29 Interviews	1 Jobs
8151	Leighton Contractors	4.2	384 Reviews	Engineering & Construction | 501-1k Employees | 25 years old | Mumbai +17 more	1.1k Salaries	7 Interviews	20 Jobs
8152	Dr. Reddy's Foundation	4.1	384 Reviews	Non-Profit | 1k-5k Employees | 27 years old | Hyderabad/Secunderabad +72 more	1.5k Salaries	39 Interviews	8 Jobs
8153	CtrlS	3.6	384 Reviews	IT Services & Consulting | 501-1k Employees | 16 years old | Hyderabad +14 more	2.6k Salaries	30 Interviews	17 Jobs
8154	Axtria	3.5	383 Reviews	Software Product | 1k-5k Employees | 13 years old | Berkeley Heights +8 more	4.5k Salaries	57 Interviews	57 Jobs
8155	Reliance Infrastructure	4.0	383 Reviews	Engineering & Construction | 1k-5k Employees | Public | 94 years old | Mumbai +51 more	2.2k Salaries	17 Interviews	-- Jobs
8156	Hindusthan National Glass	3.7	383 Reviews	Packaging | 501-1k Employees | Public | 77 years old | Kolkata +19 more	2k Salaries	20 Interviews	-- Jobs
8157	RAK Ceramics	4.0	383 Reviews	Building Material | 501-1k Employees | 34 years old | Ras Al Khaimah +40 more	1.7k Salaries	22 Interviews	-- Jobs
8158	Coats	3.9	383 Reviews	Fashion & Textile | 1k-5k Employees | 49 years old | Middlesex +42 more	1.8k Salaries	13 Interviews	3 Jobs
8159	WayCool Foods and Products	3.6	383 Reviews	FMCG | 501-1k Employees | 8 years old | Chennai +33 more	2.4k Salaries	30 Interviews	50 Jobs
8160	Heidelberg Cement	4.1	390 Reviews	Building Material | 1k-5k Employees | Forbes Global 2000 | 17 years old | Gurgaon/Gurugram +56 more	1.7k Salaries	18 Interviews	1 Jobs
8161	Bahwan CyberTek	4.0	390 Reviews	IT Services & Consulting | 1k-5k Employees | 24 years old | Chennai +14 more	3.2k Salaries	22 Interviews	19 Jobs
8162	Larsen & Toubro Group	4.1	390 Reviews	Engineering & Construction | 1 Lakh+ Employees | Chennai +70 more	1.4k Salaries	88 Interviews	-- Jobs
8163	Continental	4.0	389 Reviews	Auto Components | 5k-10k Employees | Forbes Global 2000 | 152 years old | Hanover +43 more	3.3k Salaries	34 Interviews	256 Jobs
8164	Bajaj Capital Insurance	3.7	389 Reviews	Insurance | 1k-5k Employees | 19 years old | New Delhi +100 more	1.2k Salaries	18 Interviews	-- Jobs
8165	Chaayos	3.5	389 Reviews	Hospitality | 1k-5k Employees | 11 years old | Delhi +19 more	1.5k Salaries	25 Interviews	32 Jobs
8166	Pace Setters Business Solutions	3.2	389 Reviews	BPO | 201-500 Employees | 17 years old | Mumbai +17 more	1.2k Salaries	13 Interviews	-- Jobs
8167	Craftsman Automation	3.8	388 Reviews	Industrial Machinery | 1k-5k Employees | 37 years old | Coimbatore +18 more	2.4k Salaries	10 Interviews	-- Jobs
8168	CJ Darcl Logistics Limited	3.8	388 Reviews	Logistics | 1k-5k Employees | 48 years old | Hisar +55 more	1.4k Salaries	20 Interviews	7 Jobs
8169	Vizag Steel	4.1	388 Reviews	Iron & Steel | 10k-50k Employees | Public | 52 years old | Visakhapatnam/Vizag +20 more	1.4k Salaries	18 Interviews	-- Jobs
8170	Me n Moms	4.1	388 Reviews	Retail | 201-500 Employees | 29 years old | Mumbai +56 more	1.1k Salaries	19 Interviews	2 Jobs
8171	Acadecraft	3.0	388 Reviews	EdTech | 201-500 Employees | 12 years old | Noida +12 more	918 Salaries	44 Interviews	23 Jobs
8172	Herbalife International	4.1	388 Reviews	Healthcare | 1k-5k Employees | 43 years old | Los Angeles +77 more	2.3k Salaries	18 Interviews	111 Jobs
8173	Perficient	3.7	388 Reviews	IT Services & Consulting | 1k-5k Employees | 26 years old | St Louis +9 more	3k Salaries	18 Interviews	57 Jobs
8174	Scientific Publishing Services	3.9	387 Reviews	Analytics & KPO | 1k-5k Employees | 28 years old | Chennai +5 more	1.8k Salaries	12 Interviews	-- Jobs
8175	Vijai Electricals	3.5	387 Reviews	Power | 5k-10k Employees | 50 years old | Hyderabad/Secunderabad +35 more	1.6k Salaries	12 Interviews	3 Jobs
8176	Moser Baer	3.9	387 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | Public | 40 years old | Delhi/NCR +12 more	1.1k Salaries	7 Interviews	-- Jobs
8177	Kirloskar Pneumatic	4.1	387 Reviews	Industrial Machinery | 501-1k Employees | Public | 65 years old | Pune +11 more	2.3k Salaries	24 Interviews	-- Jobs
8178	Damco Solutions	4.1	387 Reviews	IT Services & Consulting | 501-1k Employees | 27 years old | Princeton +19 more	1.8k Salaries	12 Interviews	51 Jobs
8179	Hamilton Housewares	3.9	387 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | 51 years old | Mumbai +29 more	2k Salaries	22 Interviews	13 Jobs
8180	Aurigo	4.9	395 Reviews	Software Product | 201-500 Employees | 20 years old | Austin +3 more	785 Salaries	6 Interviews	18 Jobs
8181	Moglix	3.6	395 Reviews	Internet | 501-1k Employees | Indian Unicorn | 8 years old | Singapore +33 more	2.6k Salaries	30 Interviews	234 Jobs
8182	Reliance Smart	4.2	395 Reviews	Retail | 5k-10k Employees | Public | 17 years old | Mumbai +162 more	1.6k Salaries	12 Interviews	3 Jobs
8183	Advantmed	3.7	395 Reviews	Software Product | 501-1k Employees | 18 years old | Santa Ana +6 more	2.1k Salaries	28 Interviews	22 Jobs
8184	Data Entry	4.0	395 Reviews	BPO | 51-200 Employees | 24 years old | New Delhi +87 more	1.9k Salaries	74 Interviews	5 Jobs
8185	Capco Technologies	3.7	394 Reviews	IT Services & Consulting | 1k-5k Employees | 25 years old | London +15 more	3.7k Salaries	42 Interviews	130 Jobs
8186	HBL Global	4.1	394 Reviews	NBFC | 11-50 Employees | 23 years old | Mumbai +79 more	495 Salaries	5 Interviews	-- Jobs
8187	Nagarjuna Fertilizers and Chemicals	4.0	394 Reviews	Agro Chemicals | 501-1k Employees | 38 years old | Hyderabad/Secunderabad +62 more	1.5k Salaries	9 Interviews	-- Jobs
8188	Jayaswal Neco Industries	4.1	394 Reviews	Iron & Steel | 1k-5k Employees | Public | 51 years old | Nagpur +21 more	1.8k Salaries	20 Interviews	-- Jobs
8189	Pamac Finserve	3.6	394 Reviews	Financial Services | 501-1k Employees | 28 years old | Mumbai +54 more	1.4k Salaries	14 Interviews	-- Jobs
8190	RuralShores	4.1	394 Reviews	BPO | 1k-5k Employees | 15 years old | Bangalore +39 more	1.1k Salaries	10 Interviews	6 Jobs
8191	Westin	3.9	393 Reviews	Hospitality | 1k-5k Employees | 93 years old | Kolkata +27 more	1.4k Salaries	14 Interviews	-- Jobs
8192	Reshamandi	3.8	393 Reviews	Fashion & Textile | 501-1k Employees | Startup | 3 years old | Bangalore +30 more	498 Salaries	13 Interviews	4 Jobs
8193	Karvy Data Management	3.1	393 Reviews	Hyderabad/Secunderabad +38 more	2.7k Salaries	1 Interviews	-- Jobs
8194	Sayaji Hotels	4.4	393 Reviews	Hospitality | 1k-5k Employees | Public | 36 years old | Indore +25 more	1.2k Salaries	6 Interviews	72 Jobs
8195	Autoliv	4.0	392 Reviews	Auto Components | 1k-5k Employees | 70 years old | Klarabergsviadukten 70 +14 more	2.2k Salaries	13 Interviews	-- Jobs
8196	Cadbury	4.4	392 Reviews	Food Processing | 1k-5k Employees | 199 years old | London +86 more	909 Salaries	16 Interviews	-- Jobs
8197	Hindware	4.1	392 Reviews	Building Material | 501-1k Employees | 63 years old | Gurgaon +75 more	1.7k Salaries	27 Interviews	2 Jobs
8198	Amtek Auto	3.9	391 Reviews	Auto Components | 1k-5k Employees | Public | 38 years old | Delhi/NCR +30 more	1.7k Salaries	11 Interviews	-- Jobs
8199	DHL Global Forwarding	4.2	391 Reviews	Logistics | 501-1k Employees | 208 years old | Bonn +20 more	2.7k Salaries	17 Interviews	-- Jobs
8200	Tecnimont	3.7	399 Reviews	Engineering & Construction | 1k-5k Employees | 18 years old | Milan +28 more	2.3k Salaries	13 Interviews	7 Jobs
8201	Etech Global Services	4.4	399 Reviews	BPO | 1k-5k Employees | 26 years old | Nacogdoches +9 more	1.6k Salaries	21 Interviews	16 Jobs
8202	Adarsh Credit Co-Operative Society	4.0	399 Reviews	Investment Banking / Venture Capital / Private Equity | 1k-5k Employees | 24 years old | Ahmedabad +139 more	1.1k Salaries	2 Interviews	-- Jobs
8203	NxtWave	4.0	399 Reviews	EdTech | 501-1k Employees | Startup | 3 years old | Hyderabad +10 more	1.1k Salaries	73 Interviews	450 Jobs
8204	JM Financial	3.7	398 Reviews	Financial Services | 1k-5k Employees | Public | 39 years old | Mumbai +55 more	3.3k Salaries	26 Interviews	8 Jobs
8205	Ess Kay Fincorp	4.1	398 Reviews	NBFC | 5k-10k Employees | Public | 29 years old | Jaipur +108 more	1.3k Salaries	12 Interviews	4 Jobs
8206	SMC Global Securities	3.3	398 Reviews	1k-5k Employees | Public | 29 years old | SMC Global Securities Ltd. +58 more	2.1k Salaries	27 Interviews	15 Jobs
8207	H & R Johnson	3.9	397 Reviews	Building Material | 1k-5k Employees | 27 years old | Staffordshire +69 more	1.4k Salaries	4 Interviews	-- Jobs
8208	Amul India	4.3	397 Reviews	1k-5k Employees (Global) | 50 years old | Anand +106 more	2.2k Salaries	34 Interviews	2 Jobs
8209	Shriram Housing Finance	3.8	397 Reviews	Financial Services | 501-1k Employees | Public | 13 years old | Mumbai +106 more	1.8k Salaries	25 Interviews	8 Jobs
8210	Sudarshan Chemical Industries	3.7	397 Reviews	Chemicals | 1k-5k Employees | Public | 71 years old | Pune +21 more	2.3k Salaries	21 Interviews	1 Jobs
8211	Ge T & D India	4.2	397 Reviews	Electrical Equipment | 201-500 Employees | Public | 66 years old | Henderson +33 more	1.7k Salaries	6 Interviews	-- Jobs
8212	Corteva Agriscience	4.3	397 Reviews	Agro Chemicals | 1k-5k Employees | Public | 4 years old | Wilmington +72 more	2.1k Salaries	16 Interviews	-- Jobs
8213	BMC Software	4.3	396 Reviews	IT Services & Consulting | 1k-5k Employees | 43 years old | Houston +8 more	3.6k Salaries	18 Interviews	38 Jobs
8214	Maersk Line	4.3	396 Reviews	Logistics | 201-500 Employees | Public | 119 years old | Copenhagen +26 more	2.5k Salaries	20 Interviews	12 Jobs
8215	CMC	4.2	396 Reviews	Education & Training | 10k-50k Employees | Public | 55 years old | Bhopal +53 more	1.1k Salaries	16 Interviews	-- Jobs
8216	IRB Infrastructure	4.2	396 Reviews	Engineering & Construction | 5k-10k Employees | Public | 25 years old | Mumbai +47 more	1.3k Salaries	10 Interviews	23 Jobs
8217	Karvy DigiKonnect	3.1	396 Reviews	Financial Services | 10k-50k Employees | 8 years old | Hyderabad +20 more	2k Salaries	6 Interviews	-- Jobs
8218	Optimum Infosystem	3.5	396 Reviews	IT Services & Consulting | 1k-5k Employees | 26 years old | Singapore +14 more	2.4k Salaries	34 Interviews	47 Jobs
8219	AI Airport Services	3.5	396 Reviews	1k-5k Employees | Mumbai +49 more	1k Salaries	22 Interviews	-- Jobs
8220	Ness Technologies	3.5	404 Reviews	IT Services & Consulting | 1k-5k Employees | 24 years old | Teaneck +9 more	5.6k Salaries	25 Interviews	57 Jobs
8221	Henry Harvin Education	4.2	404 Reviews	EdTech | 51-200 Employees | 8 years old | Noida +12 more	553 Salaries	5 Interviews	52 Jobs
8222	Bharat Gears	4.1	403 Reviews	Auto Components | 1k-5k Employees | Public | 51 years old | Mumbai +20 more	2.1k Salaries	18 Interviews	-- Jobs
8223	Canon	4.2	403 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | Forbes Global 2000 | 86 years old | Ota City +60 more	2k Salaries	12 Interviews	-- Jobs
8224	Thryve Digital	4.1	403 Reviews	IT Services & Consulting | 1k-5k Employees | 7 years old | Chennai +4 more	3.9k Salaries	35 Interviews	76 Jobs
8225	Gartner	4.3	403 Reviews	Management Consulting | 1k-5k Employees | Public | 44 years old | Stamford +11 more	3.1k Salaries	19 Interviews	702 Jobs
8226	Godrej Industries	4.1	402 Reviews	Chemicals | 1k-5k Employees | Public | 60 years old | Mumbai +51 more	2.3k Salaries	31 Interviews	120 Jobs
8227	Mahindra Automotives	4.1	402 Reviews	Automobile | 10k-50k Employees | 75 years old | Hyderabad +87 more	2.8k Salaries	17 Interviews	-- Jobs
8228	Blue Yonder	4.2	402 Reviews	Software Product | 1k-5k Employees | 38 years old | Scottsdale +9 more	5.5k Salaries	17 Interviews	73 Jobs
8229	Gandhi Automations	4.0	401 Reviews	Industrial Machinery | 501-1k Employees | 27 years old | Mumbai +19 more	1.2k Salaries	23 Interviews	12 Jobs
8230	Assystem	3.8	401 Reviews	1k-5k Employees | 29 years old | Paris +49 more	1.1k Salaries	15 Interviews	-- Jobs
8231	Al Turki Enterprises	3.6	401 Reviews	Oil & Gas | 501-1k Employees | 18 years old | Muscat +11 more	1.4k Salaries	12 Interviews	-- Jobs
8232	Satya MicroCapital	3.8	401 Reviews	Financial Services | 1k-5k Employees | Public | 7 years old | Delhi +109 more	1.4k Salaries	35 Interviews	9 Jobs
8233	Celebi Aviation Holding	4.1	401 Reviews	Mumbai +12 more	814 Salaries	12 Interviews	2 Jobs
8234	Prince Pipes & Fittings	4.2	401 Reviews	Building Material | 1k-5k Employees | Public | 36 years old | Mumbai +49 more	2k Salaries	18 Interviews	16 Jobs
8235	NJ India Invest	3.9	401 Reviews	Financial Services | 1k-5k Employees | 29 years old | Surat +73 more	1.1k Salaries	34 Interviews	288 Jobs
8236	Apollo Health and Lifestyle	4.2	400 Reviews	Healthcare | 501-1k Employees | 21 years old | Hyderabad/Secunderabad +53 more	2.1k Salaries	20 Interviews	2 Jobs
8237	Toyota Industries Engine India	4.3	400 Reviews	Auto Components | 1k-5k Employees | 28 years old | Kariya +5 more	1.5k Salaries	20 Interviews	-- Jobs
8238	Technip Energies	4.1	400 Reviews	Engineering & Construction | 1k-5k Employees | 65 years old | Paris +27 more	2.7k Salaries	47 Interviews	33 Jobs
8239	Kajaria Ceramics	4.1	399 Reviews	Building Material | 1k-5k Employees | Public | 38 years old | Delhi/NCR +63 more	1.8k Salaries	14 Interviews	-- Jobs
8240	Ather Energy	4.0	408 Reviews	Automobile | 1k-5k Employees | Startup | 10 years old | Bangalore +33 more	2.8k Salaries	32 Interviews	15 Jobs
8241	Maharashtra State Electricity Distribution Company	4.1	408 Reviews	Power | 50k-1 Lakh Employees | 18 years old | Mumbai +72 more	1.1k Salaries	11 Interviews	-- Jobs
8242	Dodla Dairy	4.2	408 Reviews	FMCG | 501-1k Employees | 28 years old | Hyderabad/Secunderabad +51 more	1.5k Salaries	19 Interviews	31 Jobs
8243	Riya Travel	3.8	408 Reviews	Travel & Tourism | 1k-5k Employees | 43 years old | Mumbai +35 more	2k Salaries	8 Interviews	7 Jobs
8244	ASG Eye Hospital	3.9	408 Reviews	Healthcare | 501-1k Employees | 18 years old | Jodhpur +60 more	1.3k Salaries	23 Interviews	104 Jobs
8245	Lenovo	4.1	407 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | 18 years old | Quarry Bay +72 more	3.1k Salaries	20 Interviews	27 Jobs
8246	Manjushree Technopack	3.8	407 Reviews	Packaging | 1k-5k Employees | 40 years old | Bangalore/Bengaluru +20 more	2.4k Salaries	26 Interviews	9 Jobs
8247	Suraksha Diagnostic	3.8	406 Reviews	Healthcare | 1k-5k Employees | 31 years old | Kolkata +27 more	1.4k Salaries	29 Interviews	8 Jobs
8248	J K Fenner	3.7	406 Reviews	Engineering & Construction | 201-500 Employees | 36 years old | Chennai +41 more	1.8k Salaries	16 Interviews	2 Jobs
8249	Bahwan Engineering	4.2	406 Reviews	Engineering & Construction | 201-500 Employees | Conglomerate | 46 years old | Ruwi +20 more	1.1k Salaries	17 Interviews	1 Jobs
8250	FCC Clutch	4.2	406 Reviews	Auto Components | 201-500 Employees | 84 years old | Hamamatsu +19 more	2.1k Salaries	24 Interviews	-- Jobs
8251	Go First	3.5	406 Reviews	Aviation | 1k-5k Employees | Public | 18 years old | Mumbai +33 more	2.2k Salaries	33 Interviews	9 Jobs
8252	Delta Electronics	3.9	405 Reviews	Electronics Manufacturing | 501-1k Employees | Forbes Global 2000 | 31 years old | Gurgaon/Gurugram +33 more	2.8k Salaries	34 Interviews	5 Jobs
8253	EdgeVerve Systems	3.6	405 Reviews	Software Product | 1k-5k Employees | 9 years old | Bangalore/Bengaluru +12 more	4.4k Salaries	38 Interviews	28 Jobs
8254	B. G. Shirke Construction Technology	4.2	405 Reviews	Engineering & Construction | 1k-5k Employees | 79 years old | Pune +21 more	2.5k Salaries	31 Interviews	2 Jobs
8255	Vedang Cellular Services	4.1	405 Reviews	Telecom | 1k-5k Employees | 13 years old | Mumbai +53 more	1.4k Salaries	17 Interviews	4 Jobs
8256	Vaaman Engineers	3.8	405 Reviews	Engineering & Construction | 1k-5k Employees | 33 years old | Mumbai +28 more	1.6k Salaries	32 Interviews	1 Jobs
8257	Texmo Industries	3.8	404 Reviews	Industrial Machinery | 501-1k Employees | 67 years old | Coimbatore +33 more	1.6k Salaries	15 Interviews	10 Jobs
8258	NetConnectGlobal	3.4	404 Reviews	IT Services & Consulting | 1k-5k Employees | 26 years old | Bangalore/Bengaluru +41 more	2.3k Salaries	14 Interviews	269 Jobs
8259	Ness Technologies	3.5	404 Reviews	IT Services & Consulting | 1k-5k Employees | 24 years old | Teaneck +9 more	5.6k Salaries	25 Interviews	57 Jobs
8260	Talentpro	4.0	414 Reviews	Recruitment | 501-1k Employees | 23 years old | Chennai +93 more	2k Salaries	20 Interviews	4 Jobs
8261	InternEzy	5.0	414 Reviews	EdTech | 51-200 Employees | Erode +5 more	3 Salaries	-- Interviews	-- Jobs
8262	Vasudha Pharma Chem	3.8	413 Reviews	Pharma | 1k-5k Employees | Public | 28 years old | Hyderabad/Secunderabad +7 more	2.2k Salaries	19 Interviews	-- Jobs
8263	Wockhardt Hospital	4.1	413 Reviews	Healthcare | 1k-5k Employees | 50 years old | Mumbai +19 more	1.7k Salaries	11 Interviews	13 Jobs
8264	B.L. Kashyap & Sons	3.8	412 Reviews	Engineering & Construction | 501-1k Employees | 45 years old | Delhi/NCR +23 more	1.5k Salaries	28 Interviews	6 Jobs
8265	LG Soft India	3.6	412 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | 27 years old | Bangalore/Bengaluru +12 more	3.6k Salaries	39 Interviews	7 Jobs
8266	Peel-works	4.3	412 Reviews	Software Product | 201-500 Employees | 13 years old | Mumbai +24 more	762 Salaries	8 Interviews	44 Jobs
8267	Agrostar	4.0	412 Reviews	Internet | 1k-5k Employees | Startup | 10 years old | Pune +32 more	1.3k Salaries	40 Interviews	40 Jobs
8268	Almarai	4.4	412 Reviews	Food Processing | 1k-5k Employees | Forbes Global 2000 | 46 years old | Riyadh +31 more	896 Salaries	10 Interviews	-- Jobs
8269	LIC Housing Finance	4.1	411 Reviews	NBFC | 1k-5k Employees | Public | 34 years old | Mumbai +104 more	1.7k Salaries	8 Interviews	2 Jobs
8270	Foray Software	3.6	411 Reviews	IT Services & Consulting | 501-1k Employees | 12 years old | Hyderabad/Secunderabad +17 more	3.7k Salaries	25 Interviews	27 Jobs
8271	Spoton Logistics	4.5	411 Reviews	Logistics | 1k-5k Employees | Startup | 11 years old | Bangalore +72 more	1.4k Salaries	16 Interviews	-- Jobs
8272	Maini Precision Products	3.5	411 Reviews	Auto Components | 1k-5k Employees | 50 years old | Bangalore/Bengaluru +8 more	2.9k Salaries	17 Interviews	9 Jobs
8273	Airports Authority of India	4.4	410 Reviews	Aviation | 10k-50k Employees | Central | 28 years old | Delhi/NCR +80 more	1.8k Salaries	37 Interviews	-- Jobs
8274	BSH Home Appliances Group	4.1	410 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | 56 years old | Munich +38 more	1.6k Salaries	15 Interviews	-- Jobs
8275	Anlitiks	4.8	410 Reviews	Hyderabad/Secunderabad +1 more	3 Salaries	-- Interviews	-- Jobs
8276	PCBL Limited	3.9	409 Reviews	Petrochemicals | 1k-5k Employees | Public | 63 years old | Kolkata +15 more	2.2k Salaries	42 Interviews	1 Jobs
8277	Dishman Carbogen Amcis	3.7	409 Reviews	Healthcare | 1k-5k Employees | 16 years old | Bubendorf +9 more	1.7k Salaries	24 Interviews	2 Jobs
8278	Nelito System	3.5	409 Reviews	IT Services & Consulting | 501-1k Employees | 28 years old | Navi Mumbai +35 more	2.9k Salaries	17 Interviews	13 Jobs
8279	Riya Travel	3.8	408 Reviews	Travel & Tourism | 1k-5k Employees | 43 years old | Mumbai +35 more	2k Salaries	8 Interviews	7 Jobs
8280	BSCPL Infrastructure	3.7	417 Reviews	Engineering & Construction | 1k-5k Employees | 51 years old | Hyderabad/Secunderabad +37 more	1.6k Salaries	25 Interviews	6 Jobs
8281	Ferrero	4.0	417 Reviews	Food Processing | 501-1k Employees | 19 years old | Pune +65 more	1.8k Salaries	12 Interviews	40 Jobs
8282	Becton Dickinson	4.1	417 Reviews	Medical Equipment | 1k-5k Employees | Forbes Global 2000 | 22 years old | Franklin Lakes +31 more	2.8k Salaries	21 Interviews	37 Jobs
8283	Ultimate Kronos Group	3.7	417 Reviews	IT Services & Consulting | 1k-5k Employees | 3 years old | Noida +7 more	3.2k Salaries	33 Interviews	86 Jobs
8284	Apple	4.4	416 Reviews	Consumer Electronics & Appliances | 10k-50k Employees | Forbes Global 2000 | 47 years old | Cupertino +77 more	4k Salaries	64 Interviews	4 Jobs
8285	Tekwissen	4.9	416 Reviews	IT Services & Consulting | 201-500 Employees | 14 years old | Ann Arbor +4 more	352 Salaries	4 Interviews	67 Jobs
8286	Praj Industries	4.2	415 Reviews	Biotechnology | 1k-5k Employees | Public | 40 years old | Pune +16 more	2.5k Salaries	20 Interviews	-- Jobs
8287	Cairn Energy	4.1	415 Reviews	Oil & Gas | 1k-5k Employees | 42 years old | Edinburgh +22 more	3.3k Salaries	23 Interviews	-- Jobs
